EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,TotalWorkingYears,YearsAtCompany,Attrition,EducationField,JobSatisfaction,OverTime,MaritalStatus,PerformanceRating
EMP1903,34,Male,IT,Executive,12980.45,24,14,No,Medical,4,Yes,Single,3
EMP1904,52,Male,IT,Executive,7302.21,21,2,No,Marketing,1,No,Married,2
EMP1905,57,Male,IT,Manager,9500.52,2,2,Yes,Medical,4,No,Married,3
EMP1906,45,Female,R&D,Engineer,16120.94,31,4,Yes,Human Resources,1,Yes,Divorced,3
EMP1907,36,Male,IT,Engineer,18971.26,33,1,No,Human Resources,1,No,Single,3
EMP1908,50,Male,Finance,Analyst,17582.91,30,23,No,Medical,1,No,Married,3
EMP1909,29,Male,HR,Consultant,12374.96,12,4,No,Medical,4,No,Married,4
EMP1910,26,Male,Sales,Analyst,9680.12,12,11,No,Human Resources,4,No,Divorced,1
EMP1911,50,Male,R&D,Analyst,8326.74,24,14,Yes,Medical,1,No,Married,3
EMP1912,25,Female,IT,Consultant,4686.74,24,8,No,Life Sciences,3,Yes,Divorced,3
EMP1913,33,Male,IT,Manager,4364.65,11,9,No,Life Sciences,4,Yes,Married,3
EMP1914,23,Female,HR,Engineer,14546.26,13,12,No,Technical Degree,2,No,Divorced,4
EMP1915,48,Female,HR,Analyst,7046.4,27,25,Yes,Life Sciences,3,No,Single,4
EMP1916,52,Female,R&D,Consultant,6956.58,8,3,No,Other,2,No,Single,3
EMP1917,57,Female,Sales,Executive,19968.41,10,5,No,Other,4,No,Married,4
EMP1918,57,Female,IT,Analyst,5788.7,8,6,No,Other,3,No,Married,4
EMP1919,47,Male,R&D,Engineer,5091.05,20,8,No,Medical,4,No,Divorced,3
EMP1920,48,Male,Finance,Manager,4226.99,8,6,Yes,Medical,4,Yes,Divorced,4
EMP1921,26,Male,Finance,Analyst,12646.59,9,6,Yes,Marketing,3,Yes,Single,1
EMP1922,41,Female,R&D,Analyst,13487.62,7,4,Yes,Other,4,No,Married,3
EMP1923,32,Male,IT,Consultant,8891.49,14,7,No,Other,3,No,Divorced,3
EMP1924,31,Male,R&D,Executive,11869.73,28,24,No,Life Sciences,4,No,Single,2
EMP1925,59,Female,IT,Executive,16296.99,2,1,No,Human Resources,1,No,Single,3
EMP1926,27,Female,HR,Manager,16816.82,8,7,Yes,Human Resources,2,No,Divorced,3
EMP1927,29,Female,R&D,Engineer,19263.46,13,3,No,Technical Degree,1,No,Married,3
EMP1928,44,Female,IT,Manager,16924.69,21,8,No,Marketing,4,No,Single,3
EMP1929,47,Male,R&D,Analyst,12384.73,28,1,No,Human Resources,4,No,Divorced,3
EMP1930,33,Female,R&D,Analyst,5644.0,23,1,No,Technical Degree,4,Yes,Single,3
EMP1931,47,Female,IT,Executive,4245.86,15,14,No,Life Sciences,1,Yes,Married,3
EMP1932,34,Male,IT,Engineer,3453.96,2,2,No,Marketing,4,No,Divorced,3
EMP1933,39,Male,Sales,Consultant,14164.2,12,10,No,Marketing,3,No,Married,3
EMP1934,46,Female,R&D,Engineer,16631.88,3,1,No,Other,2,Yes,Married,3
EMP1935,54,Male,Finance,Analyst,11401.97,5,4,No,Medical,4,No,Single,3
EMP1936,33,Female,R&D,Consultant,3457.5,3,2,No,Other,4,No,Married,3
EMP1937,57,Female,R&D,Engineer,11870.74,19,4,No,Life Sciences,2,No,Single,3
EMP1938,25,Male,IT,Engineer,18875.61,2,2,No,Other,2,No,Divorced,4
EMP1939,26,Male,R&D,Consultant,12958.23,17,16,No,Marketing,2,No,Divorced,3
EMP1940,58,Female,R&D,Analyst,16664.98,14,12,No,Other,1,No,Single,3
EMP1941,29,Female,Finance,Engineer,16502.67,28,21,No,Technical Degree,1,Yes,Single,3
EMP1942,49,Female,IT,Consultant,18812.26,27,1,No,Other,4,Yes,Single,3
EMP1943,52,Male,R&D,Analyst,15979.0,10,6,Yes,Human Resources,2,No,Married,3
EMP1944,30,Female,HR,Consultant,15584.76,3,1,No,Life Sciences,4,No,Divorced,3
EMP1945,50,Female,Sales,Consultant,6596.8,25,15,No,Life Sciences,4,No,Divorced,3
EMP1946,35,Female,Finance,Engineer,3548.69,22,12,No,Marketing,4,Yes,Married,3
EMP1947,43,Female,R&D,Analyst,11557.99,30,3,No,Other,1,No,Single,3
EMP1948,32,Female,HR,Engineer,4677.6,21,11,Yes,Marketing,2,Yes,Divorced,4
EMP1949,44,Male,R&D,Manager,19338.43,30,15,No,Marketing,4,No,Married,3
EMP1950,22,Female,R&D,Manager,7573.68,28,3,No,Technical Degree,1,No,Single,4
EMP1951,58,Female,IT,Analyst,17426.52,31,14,Yes,Medical,3,Yes,Divorced,3
EMP1952,42,Female,IT,Consultant,9283.43,26,2,No,Marketing,3,No,Single,3
EMP1953,47,Female,IT,Engineer,8155.9,22,4,No,Medical,4,Yes,Married,3
EMP1954,57,Male,HR,Engineer,18865.28,21,19,No,Medical,4,No,Divorced,3
EMP1955,44,Male,R&D,Analyst,8858.15,1,1,No,Life Sciences,2,Yes,Single,3
EMP1956,22,Male,Sales,Analyst,9330.04,13,12,No,Human Resources,2,No,Single,3
EMP1957,36,Female,Finance,Manager,4356.61,21,2,No,Human Resources,4,No,Single,3
EMP1958,42,Female,IT,Executive,14232.82,9,1,No,Other,1,No,Married,3
EMP1959,30,Male,IT,Analyst,7554.69,17,3,No,Technical Degree,4,Yes,Single,3
EMP1960,30,Male,R&D,Executive,12748.07,21,10,Yes,Technical Degree,2,No,Divorced,3
EMP1961,31,Male,R&D,Analyst,12848.65,31,16,No,Human Resources,2,No,Divorced,3
EMP1962,47,Female,HR,Consultant,15085.99,22,22,No,Other,1,No,Single,3
EMP1963,56,Female,HR,Consultant,15541.73,12,9,No,Human Resources,4,Yes,Married,3
EMP1964,46,Male,IT,Manager,11502.92,6,3,No,Other,2,No,Divorced,3
EMP1965,47,Male,R&D,Manager,8292.36,16,5,No,Other,4,No,Divorced,3
EMP1966,32,Male,Sales,Executive,17155.39,26,15,Yes,Other,2,Yes,Divorced,2
EMP1967,59,Female,Finance,Analyst,7922.65,5,3,No,Other,3,Yes,Single,3
EMP1968,23,Female,R&D,Engineer,11381.41,9,5,No,Life Sciences,3,No,Divorced,3
EMP1969,28,Female,R&D,Manager,9521.92,14,5,No,Life Sciences,3,Yes,Single,2
EMP1970,39,Male,HR,Engineer,17463.87,30,21,No,Human Resources,2,No,Single,2
EMP1971,48,Male,Finance,Engineer,10058.57,26,12,No,Other,1,No,Single,2
EMP1972,55,Female,IT,Analyst,9256.74,29,23,No,Marketing,3,No,Single,3
EMP1973,48,Male,R&D,Executive,14571.91,19,5,No,Other,2,No,Single,2
EMP1974,38,Female,IT,Analyst,13042.72,8,7,No,Marketing,4,Yes,Divorced,4
EMP1975,45,Male,R&D,Manager,4376.82,23,9,Yes,Life Sciences,3,No,Single,3
EMP1976,46,Male,IT,Engineer,11392.95,31,21,No,Other,1,No,Single,3
EMP1977,28,Male,Finance,Analyst,15370.87,32,18,No,Medical,1,No,Single,2
EMP1978,27,Male,HR,Analyst,19861.31,5,5,No,Human Resources,1,No,Single,3
EMP1979,45,Female,Finance,Analyst,13510.07,16,8,Yes,Other,4,No,Single,3
EMP1980,54,Male,Sales,Manager,8980.13,17,12,No,Technical Degree,4,Yes,Single,3
EMP1981,50,Female,HR,Executive,6457.65,32,20,Yes,Marketing,1,No,Divorced,3
EMP1982,43,Female,Finance,Analyst,17774.53,32,2,No,Other,1,Yes,Single,3
EMP1983,47,Female,Sales,Manager,16754.89,20,10,No,Medical,1,Yes,Single,3
EMP1984,49,Male,R&D,Engineer,6593.65,2,1,No,Marketing,4,Yes,Divorced,3
EMP1985,42,Female,R&D,Consultant,6011.06,20,9,No,Medical,4,No,Divorced,3
EMP1986,28,Female,IT,Manager,15014.89,18,8,No,Human Resources,2,No,Married,3
EMP1987,38,Female,HR,Consultant,8011.66,1,1,Yes,Human Resources,3,No,Divorced,3
EMP1988,41,Male,R&D,Analyst,7861.98,29,24,No,Human Resources,4,No,Divorced,3
EMP1989,41,Male,HR,Analyst,5165.08,29,24,No,Life Sciences,1,No,Single,3
EMP1990,43,Female,R&D,Manager,7119.57,19,1,No,Medical,3,No,Married,1
EMP1991,49,Male,IT,Consultant,9981.38,6,6,No,Other,4,No,Single,3
EMP1992,28,Female,Finance,Analyst,15324.67,8,4,No,Technical Degree,3,No,Married,3
EMP1993,22,Female,IT,Engineer,8385.39,24,24,No,Technical Degree,2,No,Single,2
EMP1994,53,Male,Sales,Executive,8250.58,20,19,No,Human Resources,4,No,Divorced,4
EMP1995,34,Female,R&D,Executive,7485.98,14,11,No,Technical Degree,1,No,Divorced,3
EMP1996,51,Male,Sales,Analyst,10869.96,5,1,Yes,Marketing,1,Yes,Married,3
EMP1997,44,Male,Sales,Consultant,5661.14,34,34,No,Medical,2,No,Single,3
EMP1998,40,Female,HR,Analyst,10998.54,16,11,No,Medical,2,Yes,Single,3
EMP1999,53,Male,R&D,Consultant,14823.07,7,7,No,Medical,2,Yes,Divorced,4
EMP2000,51,Male,Sales,Engineer,3021.33,16,2,No,Marketing,2,No,Divorced,3
EMP2001,50,Female,Finance,Consultant,2671.14,7,7,No,Other,2,No,Married,3
EMP2002,50,Female,Sales,Analyst,3814.65,27,22,Yes,Life Sciences,4,No,Divorced,3
EMP2003,51,Male,Finance,Engineer,11874.05,14,11,Yes,Marketing,4,No,Married,4
EMP2004,37,Male,HR,Manager,17452.96,14,2,No,Medical,3,No,Married,3
EMP2005,40,Female,Sales,Executive,2585.48,33,20,No,Medical,2,No,Married,3
EMP2006,39,Male,IT,Analyst,18891.57,33,13,No,Medical,1,No,Married,3
EMP2007,22,Male,HR,Analyst,4359.87,20,13,No,Other,1,No,Divorced,3
EMP2008,35,Male,Finance,Analyst,17234.71,7,1,No,Technical Degree,2,No,Married,3
EMP2009,23,Male,HR,Engineer,10949.96,32,20,No,Life Sciences,2,No,Divorced,3
EMP2010,49,Male,Sales,Manager,14038.75,3,1,No,Marketing,2,No,Married,3
EMP2011,51,Male,R&D,Consultant,11436.95,29,2,No,Medical,2,Yes,Divorced,3
EMP2012,59,Male,R&D,Manager,10848.34,24,23,No,Human Resources,2,No,Married,4
EMP2013,25,Female,Finance,Engineer,17110.74,22,15,No,Life Sciences,1,Yes,Divorced,3
EMP2014,22,Female,Finance,Analyst,15728.01,6,4,No,Human Resources,3,No,Single,3
EMP2015,29,Female,R&D,Executive,10959.54,24,6,Yes,Life Sciences,2,No,Married,3
EMP2016,50,Female,Finance,Analyst,4453.63,23,3,No,Medical,2,No,Married,3
EMP2017,24,Female,HR,Consultant,4519.55,10,7,Yes,Life Sciences,2,Yes,Single,3
EMP2018,53,Male,IT,Executive,16526.94,16,6,Yes,Life Sciences,4,Yes,Single,3
EMP2019,31,Male,IT,Analyst,11764.34,11,3,Yes,Medical,1,No,Married,3
EMP2020,31,Male,HR,Executive,10927.81,32,4,No,Other,1,Yes,Divorced,3
EMP2021,40,Male,IT,Manager,14409.92,6,2,No,Human Resources,3,No,Married,3
EMP2022,55,Female,Sales,Engineer,17529.73,24,21,No,Other,4,No,Divorced,3
EMP2023,54,Male,HR,Analyst,13505.28,33,29,No,Human Resources,4,No,Single,3
EMP2024,44,Male,Finance,Consultant,15849.84,12,4,No,Technical Degree,4,No,Divorced,3
EMP2025,49,Female,HR,Manager,15892.23,27,27,No,Human Resources,3,No,Married,2
EMP2026,53,Male,R&D,Analyst,8734.58,18,11,No,Human Resources,3,No,Single,3
EMP2027,28,Male,Finance,Manager,7296.46,13,7,No,Life Sciences,3,Yes,Single,3
EMP2028,50,Female,R&D,Consultant,16520.37,30,18,No,Technical Degree,4,No,Married,3
EMP2029,29,Male,Finance,Analyst,9100.63,13,4,No,Medical,1,No,Married,3
EMP2030,22,Male,IT,Consultant,18308.38,34,5,No,Medical,4,Yes,Single,3
EMP2031,24,Male,HR,Executive,3719.59,30,4,No,Marketing,3,Yes,Divorced,3
EMP2032,45,Male,Sales,Consultant,3518.81,25,4,No,Technical Degree,4,Yes,Divorced,3
EMP2033,44,Male,Finance,Executive,18722.57,2,1,No,Life Sciences,2,No,Divorced,1
EMP2034,29,Female,Finance,Analyst,13847.96,18,13,No,Marketing,4,No,Married,4
EMP2035,58,Female,R&D,Executive,9142.99,5,1,No,Marketing,4,No,Single,2
EMP2036,24,Female,IT,Analyst,15713.56,19,14,No,Medical,1,No,Divorced,3
EMP2037,54,Female,R&D,Analyst,14265.72,18,11,No,Human Resources,1,No,Single,3
EMP2038,49,Female,R&D,Engineer,11796.02,32,29,No,Life Sciences,1,No,Divorced,3
EMP2039,29,Female,IT,Analyst,4230.28,21,2,Yes,Technical Degree,2,No,Single,3
EMP2040,55,Male,Sales,Executive,16713.14,10,6,No,Marketing,1,No,Married,2
EMP2041,56,Female,R&D,Engineer,17655.41,22,14,No,Life Sciences,2,No,Married,4
EMP2042,53,Female,R&D,Engineer,5512.95,13,8,No,Medical,3,No,Married,3
EMP2043,45,Male,Finance,Analyst,17383.95,17,7,No,Marketing,1,No,Divorced,3
EMP2044,35,Male,IT,Consultant,17862.33,9,4,No,Marketing,4,Yes,Married,3
EMP2045,53,Female,HR,Consultant,12115.0,24,7,No,Other,4,No,Married,1
EMP2046,37,Male,Sales,Engineer,13983.13,14,13,No,Medical,2,Yes,Married,3
EMP2047,25,Female,Sales,Analyst,9189.15,8,8,No,Other,1,Yes,Single,4
EMP2048,58,Male,IT,Consultant,7431.35,19,6,No,Medical,4,No,Single,3
EMP2049,42,Female,Finance,Analyst,15134.71,28,27,No,Medical,3,No,Single,3
EMP2050,35,Male,Finance,Analyst,17582.82,30,6,No,Other,1,No,Single,3
EMP2051,52,Male,IT,Engineer,13946.36,7,2,No,Life Sciences,3,No,Single,4
EMP2052,39,Female,Finance,Engineer,11452.84,26,24,No,Life Sciences,4,No,Single,3
EMP2053,28,Female,Sales,Manager,5281.18,11,8,Yes,Life Sciences,1,No,Single,3
EMP2054,31,Female,Sales,Consultant,3435.53,14,14,No,Human Resources,2,No,Married,3
EMP2055,28,Female,HR,Consultant,10299.61,21,7,No,Marketing,4,No,Married,4
EMP2056,54,Female,IT,Consultant,3363.62,8,3,Yes,Life Sciences,3,Yes,Divorced,3
EMP2057,44,Male,R&D,Executive,12463.36,3,1,No,Human Resources,1,No,Married,3
EMP2058,42,Female,R&D,Analyst,9197.76,28,24,No,Marketing,3,No,Single,4
EMP2059,40,Female,HR,Engineer,15750.81,29,14,No,Life Sciences,3,Yes,Single,3
EMP2060,40,Male,HR,Consultant,7848.85,23,9,No,Medical,2,No,Divorced,1
EMP2061,57,Male,Finance,Manager,12877.2,18,15,No,Technical Degree,2,Yes,Married,3
EMP2062,50,Female,HR,Consultant,11909.46,13,9,Yes,Life Sciences,4,Yes,Married,3
EMP2063,39,Male,HR,Analyst,2582.47,12,6,No,Technical Degree,2,No,Divorced,3
EMP2064,23,Male,R&D,Analyst,3766.81,5,2,No,Life Sciences,2,No,Single,3
EMP2065,22,Female,Finance,Engineer,7581.44,11,7,No,Medical,4,No,Single,3
EMP2066,26,Male,HR,Executive,17939.11,11,3,No,Technical Degree,4,No,Single,3
EMP2067,41,Male,HR,Engineer,5072.76,31,13,No,Human Resources,4,No,Single,3
EMP2068,32,Female,Finance,Consultant,14940.65,31,7,No,Medical,4,No,Divorced,3
EMP2069,23,Female,IT,Manager,19533.91,13,9,Yes,Technical Degree,3,No,Married,3
EMP2070,24,Male,Finance,Engineer,16334.93,14,10,No,Technical Degree,3,Yes,Single,3
EMP2071,44,Male,R&D,Executive,6751.54,25,10,No,Other,4,No,Married,3
EMP2072,33,Female,IT,Engineer,18396.39,33,13,No,Other,4,No,Married,4
EMP2073,41,Male,Sales,Analyst,4129.38,33,29,No,Medical,1,No,Single,3
EMP2074,26,Male,Finance,Consultant,10692.48,15,6,No,Medical,1,No,Single,3
EMP2075,58,Male,R&D,Consultant,18031.98,16,9,No,Medical,1,No,Single,3
EMP2076,59,Female,IT,Consultant,13722.15,6,5,No,Marketing,2,Yes,Married,2
EMP2077,51,Male,Finance,Consultant,9738.78,25,9,No,Human Resources,3,No,Divorced,2
EMP2078,30,Male,HR,Consultant,7624.23,15,15,No,Life Sciences,3,No,Single,3
EMP2079,55,Female,Finance,Consultant,9064.24,4,1,No,Other,1,No,Married,2
EMP2080,56,Male,Sales,Manager,11406.48,4,1,No,Technical Degree,1,No,Married,3
EMP2081,43,Male,Finance,Executive,8083.27,30,14,No,Other,3,Yes,Single,3
EMP2082,45,Female,IT,Consultant,19456.94,34,9,No,Life Sciences,2,No,Divorced,3
EMP2083,38,Female,IT,Executive,18828.86,27,8,Yes,Medical,1,No,Single,3
EMP2084,31,Female,Finance,Consultant,17736.75,31,7,No,Other,4,Yes,Single,2
EMP2085,51,Female,IT,Engineer,9882.02,32,8,No,Human Resources,1,No,Divorced,3
EMP2086,44,Male,HR,Consultant,14597.78,9,6,Yes,Human Resources,3,No,Single,3
EMP2087,53,Male,Finance,Analyst,18299.51,8,3,Yes,Marketing,3,No,Single,4
EMP2088,38,Female,HR,Manager,17382.52,14,7,No,Other,1,Yes,Divorced,4
EMP2089,38,Female,HR,Engineer,9750.72,33,33,No,Medical,1,No,Married,3
EMP2090,35,Male,R&D,Engineer,4466.76,23,7,No,Technical Degree,4,Yes,Married,3
EMP2091,30,Female,Finance,Analyst,3823.53,21,19,No,Marketing,4,No,Married,2
EMP2092,23,Male,IT,Consultant,12598.62,12,2,No,Medical,2,Yes,Married,2
EMP2093,46,Female,HR,Manager,13745.99,2,2,No,Marketing,2,Yes,Married,3
EMP2094,30,Male,R&D,Engineer,17372.25,13,2,No,Other,4,No,Single,3
EMP2095,43,Female,Finance,Manager,7619.01,4,2,No,Life Sciences,2,Yes,Divorced,3
EMP2096,25,Female,Finance,Engineer,5430.73,20,15,No,Other,2,No,Married,3
EMP2097,47,Male,Sales,Consultant,9132.6,14,14,No,Medical,1,No,Divorced,3
EMP2098,50,Female,Sales,Engineer,8687.56,30,24,No,Technical Degree,4,No,Married,3
EMP2099,55,Male,HR,Engineer,4818.21,29,25,No,Technical Degree,1,No,Single,3
EMP2100,44,Male,Sales,Executive,14264.95,8,3,No,Medical,1,No,Married,1
EMP2101,58,Male,HR,Consultant,11402.11,12,3,No,Marketing,2,No,Married,3
EMP2102,32,Male,IT,Analyst,15119.65,26,22,No,Human Resources,1,No,Divorced,3
EMP2103,27,Male,HR,Analyst,8672.09,2,1,No,Medical,3,Yes,Divorced,4
EMP2104,39,Female,Sales,Consultant,8199.79,14,10,No,Other,2,No,Single,3
EMP2105,42,Female,IT,Analyst,10770.08,6,1,Yes,Technical Degree,3,No,Divorced,2
EMP2106,57,Male,Sales,Consultant,17854.63,31,22,No,Life Sciences,2,No,Divorced,3
EMP2107,59,Female,HR,Analyst,3204.92,17,16,No,Technical Degree,1,No,Divorced,3
EMP2108,55,Male,R&D,Executive,16584.57,25,20,No,Human Resources,2,Yes,Single,4
EMP2109,38,Female,Finance,Analyst,8957.28,32,25,Yes,Technical Degree,3,No,Single,3
EMP2110,58,Female,Sales,Engineer,17455.83,12,3,No,Human Resources,2,No,Single,3
EMP2111,46,Female,HR,Consultant,16538.55,13,1,No,Medical,3,No,Divorced,3
EMP2112,59,Female,IT,Manager,8603.32,19,19,No,Technical Degree,4,No,Divorced,3
EMP2113,33,Male,Sales,Manager,14642.84,25,7,No,Marketing,1,No,Single,4
EMP2114,44,Male,Sales,Consultant,5293.57,31,29,No,Other,3,Yes,Divorced,1
EMP2115,43,Female,Finance,Executive,18184.93,25,23,No,Marketing,4,No,Divorced,3
EMP2116,42,Female,HR,Analyst,9578.59,16,11,No,Other,1,No,Married,1
EMP2117,48,Male,R&D,Executive,10473.45,23,5,No,Technical Degree,4,No,Single,3
EMP2118,52,Female,IT,Manager,14850.78,14,14,Yes,Technical Degree,3,No,Single,3
EMP2119,27,Male,HR,Consultant,16864.7,6,1,No,Other,1,No,Divorced,4
EMP2120,48,Male,IT,Consultant,6636.0,25,11,No,Life Sciences,4,No,Divorced,3
EMP2121,55,Male,Sales,Executive,14073.63,23,8,No,Technical Degree,3,No,Married,2
EMP2122,33,Female,Finance,Executive,9359.97,12,10,No,Life Sciences,4,No,Single,3
EMP2123,28,Male,Finance,Analyst,8952.3,13,12,No,Life Sciences,1,Yes,Single,3
EMP2124,31,Female,R&D,Engineer,14575.45,34,13,No,Other,1,Yes,Divorced,3
EMP2125,38,Male,Finance,Engineer,9275.71,6,2,No,Life Sciences,1,No,Single,3
EMP2126,47,Female,Sales,Analyst,8556.9,8,2,No,Life Sciences,3,No,Divorced,2
EMP2127,42,Female,R&D,Engineer,17128.05,8,2,No,Medical,4,No,Married,3
EMP2128,49,Female,HR,Manager,4272.33,33,20,No,Marketing,4,Yes,Divorced,3
EMP2129,23,Male,Finance,Engineer,14328.12,34,16,No,Life Sciences,3,No,Married,4
EMP2130,22,Male,R&D,Analyst,6852.69,15,5,No,Marketing,1,Yes,Divorced,3
EMP2131,57,Female,Sales,Engineer,2771.22,22,3,No,Life Sciences,2,No,Married,3
EMP2132,47,Female,IT,Consultant,5418.37,23,15,Yes,Marketing,1,Yes,Married,3
EMP2133,50,Female,IT,Executive,13116.58,22,2,Yes,Technical Degree,2,No,Single,3
EMP2134,42,Male,Sales,Manager,14909.73,5,5,No,Technical Degree,1,Yes,Divorced,3
EMP2135,32,Male,Sales,Consultant,2868.51,31,22,No,Marketing,3,Yes,Single,4
EMP2136,32,Male,IT,Consultant,3137.45,13,8,No,Life Sciences,2,No,Single,2
EMP2137,57,Male,R&D,Analyst,18294.49,28,23,Yes,Medical,3,Yes,Divorced,3
EMP2138,56,Female,IT,Executive,3782.85,20,17,No,Marketing,2,No,Single,2
EMP2139,55,Female,Sales,Executive,18148.19,33,4,Yes,Human Resources,4,No,Single,3
EMP2140,45,Male,Finance,Manager,6492.9,16,3,No,Medical,2,Yes,Single,2
EMP2141,43,Male,HR,Analyst,15450.31,29,22,No,Human Resources,2,No,Divorced,3
EMP2142,26,Female,Finance,Manager,7920.33,23,9,No,Marketing,2,No,Single,3
EMP2143,54,Male,Finance,Engineer,17528.16,24,23,No,Life Sciences,4,No,Single,3
EMP2144,57,Male,Sales,Consultant,14757.96,34,9,No,Human Resources,3,No,Single,3
EMP2145,41,Male,IT,Manager,9531.74,7,5,No,Marketing,4,Yes,Divorced,3
EMP2146,40,Male,R&D,Consultant,3835.29,4,1,No,Medical,2,Yes,Married,3
EMP2147,56,Male,Finance,Analyst,15322.25,34,16,No,Life Sciences,1,Yes,Married,2
EMP2148,38,Male,IT,Engineer,13295.48,22,17,Yes,Human Resources,4,No,Married,4
EMP2149,55,Female,R&D,Analyst,2550.96,5,5,No,Marketing,1,No,Married,3
EMP2150,30,Male,Finance,Engineer,2664.85,23,9,Yes,Life Sciences,4,Yes,Single,3
EMP2151,47,Male,R&D,Engineer,16653.88,15,15,Yes,Life Sciences,4,No,Divorced,4
EMP2152,23,Female,IT,Consultant,7039.5,31,7,No,Technical Degree,2,Yes,Single,3
EMP2153,30,Female,HR,Analyst,13632.34,9,1,No,Life Sciences,3,No,Divorced,3
EMP2154,30,Female,IT,Analyst,10448.75,25,1,No,Marketing,3,Yes,Single,4
EMP2155,38,Male,Sales,Manager,17610.03,25,5,No,Medical,2,Yes,Married,3
EMP2156,22,Female,R&D,Analyst,18546.82,21,9,Yes,Other,4,No,Married,4
EMP2157,46,Male,HR,Manager,19944.13,9,6,No,Technical Degree,3,Yes,Divorced,2
EMP2158,46,Male,R&D,Executive,5189.47,22,13,Yes,Marketing,3,No,Single,3
EMP2159,56,Male,R&D,Executive,17601.87,23,8,No,Marketing,3,No,Married,3
EMP2160,24,Female,Finance,Executive,7155.37,4,3,Yes,Marketing,2,No,Divorced,4
EMP2161,58,Female,Sales,Analyst,12839.28,29,6,No,Human Resources,1,No,Single,3
EMP2162,51,Female,R&D,Analyst,11351.02,15,11,No,Human Resources,1,No,Divorced,2
EMP2163,59,Female,IT,Manager,2814.79,1,1,Yes,Medical,1,No,Single,3
EMP2164,55,Female,IT,Engineer,18823.5,30,6,No,Marketing,1,No,Single,3
EMP2165,33,Male,Finance,Manager,3870.72,29,4,Yes,Human Resources,1,No,Single,3
EMP2166,40,Male,Sales,Executive,14543.83,20,11,No,Human Resources,3,No,Divorced,4
EMP2167,58,Male,Sales,Manager,16237.62,33,21,No,Human Resources,3,No,Divorced,3
EMP2168,38,Male,IT,Engineer,16417.54,22,18,No,Medical,4,No,Single,3
EMP2169,31,Female,HR,Analyst,4871.15,13,3,No,Medical,3,No,Married,2
EMP2170,33,Female,Finance,Manager,10332.47,7,3,Yes,Marketing,2,No,Single,3
EMP2171,37,Male,Finance,Executive,17015.01,8,6,No,Technical Degree,4,Yes,Divorced,3
EMP2172,45,Female,IT,Executive,7796.89,28,12,No,Marketing,3,Yes,Single,3
EMP2173,40,Female,IT,Analyst,10685.6,9,5,No,Human Resources,4,Yes,Divorced,3
EMP2174,29,Male,HR,Manager,7273.89,25,21,No,Other,4,Yes,Single,2
EMP2175,52,Male,HR,Engineer,10612.15,16,6,No,Human Resources,1,Yes,Single,3
EMP2176,42,Female,Sales,Analyst,18037.16,10,5,No,Life Sciences,4,No,Married,3
EMP2177,38,Female,Finance,Manager,10464.67,11,6,No,Other,3,Yes,Married,2
EMP2178,44,Male,Finance,Consultant,12228.46,31,8,No,Other,1,No,Divorced,3
EMP2179,58,Male,IT,Executive,9569.58,12,2,No,Marketing,3,Yes,Single,3
EMP2180,37,Male,Sales,Engineer,10552.05,31,20,No,Human Resources,1,Yes,Divorced,3
EMP2181,27,Female,Finance,Engineer,2765.55,14,13,No,Human Resources,3,No,Single,3
EMP2182,29,Male,Sales,Engineer,7465.55,32,16,Yes,Technical Degree,1,No,Single,3
EMP2183,46,Male,Sales,Executive,10140.18,17,6,Yes,Life Sciences,1,No,Single,4
EMP2184,39,Female,IT,Manager,13591.45,1,1,No,Marketing,2,No,Married,3
EMP2185,46,Female,Sales,Analyst,10375.91,29,28,No,Medical,3,No,Divorced,3
EMP2186,33,Female,HR,Manager,8411.8,4,1,No,Marketing,4,Yes,Single,2
EMP2187,36,Female,HR,Analyst,9291.73,23,17,Yes,Other,1,No,Single,1
EMP2188,47,Female,R&D,Engineer,6740.13,28,9,No,Marketing,3,Yes,Divorced,3
EMP2189,47,Male,IT,Manager,18678.65,16,3,No,Technical Degree,1,No,Divorced,4
EMP2190,53,Male,R&D,Engineer,11630.51,12,2,Yes,Marketing,2,No,Single,3
EMP2191,31,Female,HR,Consultant,2734.67,21,5,Yes,Technical Degree,2,No,Married,3
EMP2192,37,Female,R&D,Engineer,2840.31,17,6,No,Other,2,Yes,Married,2
EMP2193,28,Female,IT,Engineer,19526.83,13,12,No,Technical Degree,2,No,Single,4
EMP2194,38,Female,IT,Analyst,6375.39,32,11,No,Human Resources,4,Yes,Married,3
EMP2195,44,Female,Sales,Consultant,16598.15,15,4,No,Medical,4,Yes,Divorced,3
EMP2196,47,Male,Finance,Engineer,3519.82,12,1,No,Other,1,No,Married,4
EMP2197,42,Male,Sales,Engineer,18620.35,15,4,No,Technical Degree,3,No,Divorced,3
EMP2198,43,Male,IT,Consultant,17802.3,34,9,No,Life Sciences,2,Yes,Divorced,3
EMP2199,28,Male,HR,Consultant,12494.13,6,1,No,Other,2,No,Divorced,3
EMP2200,35,Female,HR,Manager,2657.48,17,3,No,Life Sciences,4,No,Divorced,4
EMP2201,36,Male,Sales,Analyst,7011.69,20,9,No,Medical,4,Yes,Married,4
EMP2202,28,Female,IT,Consultant,9619.4,9,6,No,Technical Degree,2,No,Divorced,2
EMP2203,30,Female,HR,Consultant,10551.12,5,3,No,Other,3,Yes,Single,3
